old_cluster,NUM_SEATS,AVG_MONTHLY_POPULATION,DINNER_PRICE,cuisine_cluster,IS_FAMILY_FRIENDLY,new_cluster,cluster_name
8,39.74603174603175,4397.330578787032,30475.650793650795,2.492063492063492,0.38095238095238104,0,超低価格・小規模店
2,29.358547655068076,4066.285257729217,3059.959200075642,0.33963691376701943,-7.771561172376096e-16,1,低価格・カジュアル店
0,37.54978813559322,4182.083732795857,3470.0914327330506,3.9793432203389854,-4.996003610813204e-16,2,低価格・高人口エリア店
7,44.81233933161954,4238.515358430694,12820.761568123395,1.9717223650385602,0.6760925449871465,3,中価格・標準店
1,38.91102077687444,4208.503291443577,3554.803240740741,0.42005420054200515,1.0000000000000007,4,中価格・ファミリー向け店
4,41.1107544141252,4328.196559290524,3894.896268057785,3.9943820224719113,1.0,5,中高価格・高変動店
5,45.46808510638298,18701.910699440792,3422.6755319148933,1.6367781155015195,0.5501519756838906,6,高価格・ファミリー向け店
6,121.04545454545453,6043.387508440619,4675.317193675889,1.66798418972332,0.7885375494071145,7,高価格・大型店
3,357.6551724137931,7330.719835649411,5533.922413793103,1.4137931034482758,0.896551724137931,8,超高価格・超大型店
