cluster_id,cluster_name,count,percentage,NUM_SEATS_mean,AVG_MONTHLY_POPULATION_mean,DINNER_PRICE_mean,cuisine_cluster_mean,IS_FAMILY_FRIENDLY_mean,target_mean,target_median,target_std
0,超低価格・小規模店,63,0.6537304140292622,39.74603174603175,4397.330578787032,30475.650793650795,2.492063492063492,0.38095238095238093,103.32010582010574,45.75,141.93668622201778
1,低価格・カジュアル店,2644,27.435924042751893,29.35854765506808,4066.2852577292165,3059.959200075643,0.33963691376701965,0.0,98.89744074634383,52.29166666666665,124.42421324096512
2,低価格・高人口エリア店,1888,19.591159074400746,37.54978813559322,4182.083732795857,3470.0914327330506,3.979343220338983,0.0,115.09410310734452,55.37499999999995,150.76528635711455
3,中価格・標準店,389,4.03652588979973,44.81233933161954,4238.515358430694,12820.761568123393,1.9717223650385605,0.6760925449871465,119.04627249357316,56.4166666666666,155.03932569693077
4,中価格・ファミリー向け店,2214,22.973954550171214,38.91102077687444,4208.503291443577,3554.803240740741,0.42005420054200543,1.0,117.176753989762,63.75,148.3269921516834
5,中高価格・高変動店,1246,12.929334855245408,41.1107544141252,4328.196559290524,3894.8962680577847,3.99438202247191,1.0,137.73849652220426,68.0,173.21237831726964
6,高価格・ファミリー向け店,658,6.827850990972293,45.46808510638298,18701.910699440792,3422.675531914894,1.6367781155015197,0.5501519756838906,168.0007598784193,78.0833333333333,204.9514771399155
7,高価格・大型店,506,5.250596658711217,121.04545454545455,6043.387508440619,4675.317193675889,1.66798418972332,0.7885375494071146,167.9160079051382,92.125,184.53488032556572
8,超高価格・超大型店,29,0.30092352391823185,357.6551724137931,7330.719835649412,5533.922413793103,1.4137931034482758,0.896551724137931,207.91091954022983,98.1666666666666,254.29713467494304
